age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,y
42,1487,5207,23202,44396,31,20081,37967,13020,18,5341,120,1,-1,36959,0
28,9732,27214,23202,44396,-493,25130,37967,13020,18,5341,126,4,-1,36959,0
45,9732,27214,23202,44396,103,20081,37967,13020,18,5341,48,1,-1,36959,0
29,1240,27214,23202,44396,1104,25130,37967,13020,18,5341,262,9,-1,36959,0
52,9732,27214,23202,44396,262,20081,37967,13020,18,5341,1062,4,-1,36959,0
37,4154,12790,23202,44396,2657,25130,37967,13020,18,5341,295,1,-1,36959,0
37,9732,12790,23202,44396,415,20081,37967,13020,18,5341,203,1,-1,36959,0
28,9458,12790,13301,44396,2253,25130,37967,13020,18,5341,906,2,-1,36959,0
49,9458,27214,6851,44396,1330,20081,7244,13020,18,5341,37,1,-1,36959,0
42,4154,27214,23202,44396,0,20081,37967,13020,18,5341,118,6,-1,36959,0
42,288,12790,13301,44396,2918,20081,37967,13020,18,5341,18,1,-1,36959,0
51,1240,27214,6851,44396,1093,20081,7244,13020,18,5341,18,1,-1,36959,0
54,1240,27214,6851,44396,3151,20081,37967,13020,18,5341,350,7,-1,36959,0
39,5171,27214,23202,44396,224,20081,37967,13020,18,5341,421,2,-1,36959,0
51,2264,27214,6851,44396,67,20081,37967,13020,18,5341,835,1,-1,36959,1
60,2264,27214,6851,44396,0,20081,37967,13020,18,5341,104,1,-1,36959,0
29,9732,27214,23202,44396,-565,25130,37967,13020,18,5341,164,3,-1,36959,0
38,4154,27214,23202,44396,2289,20081,37967,13020,18,5341,89,5,-1,36959,0
39,1579,12790,13301,44396,426,20081,37967,13020,18,5341,1029,1,-1,36959,1
36,9732,27214,13301,44396,9,25130,37967,13020,18,5341,112,3,-1,36959,0
55,9732,27214,6851,44396,1101,20081,37967,13020,18,5341,744,3,-1,36959,0
36,1303,5207,23202,44396,8267,20081,37967,13020,18,5341,321,2,-1,36959,0
37,9458,27214,13301,44396,223,20081,37967,13020,18,5341,24,10,-1,36959,0
48,5171,27214,23202,44396,1096,25130,37967,13020,18,5341,213,5,-1,36959,0
37,9732,27214,6851,44396,704,20081,37967,13020,18,5341,165,7,-1,36959,0
51,9458,27214,6851,44396,192,20081,37967,13020,18,5341,129,3,-1,36959,0
51,4154,5207,23202,44396,9,20081,37967,13020,18,5341,371,2,-1,36959,1
36,9732,27214,6851,44396,1707,20081,37967,13020,18,5341,190,2,-1,36959,0
27,1487,27214,23202,44396,47,25130,37967,13020,18,5341,114,4,-1,36959,0
36,288,27214,23202,44396,1370,20081,37967,13020,18,5341,221,5,-1,36959,0
33,9458,12790,13301,44396,729,25130,7244,13020,18,5341,178,5,-1,36959,0
58,1303,5207,23202,44396,7798,20081,37967,13020,18,5341,247,5,-1,36959,0
27,7597,12790,23202,44396,629,25130,7244,13020,18,5341,680,2,-1,36959,0
56,9732,27214,23202,44396,3760,20081,37967,13020,18,5341,243,3,-1,36959,0
42,5171,5207,23202,44396,0,25130,7244,13020,18,5341,185,4,-1,36959,0
32,4154,27214,23202,44396,201,25130,37967,13020,18,5341,110,2,-1,36959,0
26,5171,27214,23202,44396,416,25130,7244,13020,18,5341,172,2,-1,36959,0
25,4154,12790,1857,44396,-501,25130,7244,13020,18,5341,156,3,-1,36959,0
39,9732,27214,23202,44396,39,25130,37967,13020,18,5341,34,6,-1,36959,0
42,9732,12790,23202,44396,1279,25130,37967,13020,18,5341,347,4,-1,36959,0
37,9732,27214,23202,44396,10721,25130,37967,13020,18,5341,394,3,-1,36959,0
28,9732,12790,23202,44396,975,25130,37967,13020,18,5341,59,3,-1,36959,0
29,9458,27214,13301,44396,620,25130,37967,13020,18,5341,72,3,-1,36959,0
50,5171,27214,23202,44396,311,25130,7244,13020,18,5341,417,3,-1,36959,0
48,9458,12790,13301,44396,0,20081,37967,13020,18,5341,96,3,-1,36959,0
27,5171,27214,23202,44396,-97,25130,37967,13020,18,5341,1528,2,-1,36959,1
24,9732,27214,23202,44396,0,25130,37967,13020,18,5341,154,4,-1,36959,0
48,5171,12790,23202,44396,479,25130,7244,13020,18,5341,533,3,-1,36959,0
46,9458,12790,13301,44396,46,20081,7244,13020,18,5341,107,1,-1,36959,0
49,7597,12790,23202,44396,1202,25130,37967,13020,18,5341,122,1,-1,36959,0
48,9732,27214,6851,44396,363,25130,37967,13020,18,5341,257,6,-1,36959,0
44,9732,27214,23202,44396,1147,25130,37967,13020,18,5341,23,3,-1,36959,0
61,1487,5207,23202,44396,369,20081,37967,13020,18,5341,82,1,-1,36959,0
58,288,27214,1857,44396,219,20081,37967,13020,18,5341,55,1,-1,36959,0
43,4154,5207,23202,44396,62,20081,37967,13020,18,5341,67,1,-1,36959,0
45,1240,27214,13301,44396,143,20081,37967,13020,18,5341,83,1,-1,36959,0
43,5171,27214,1857,44396,3485,20081,37967,13020,18,5341,113,1,-1,36959,0
58,2264,5207,6851,44396,97,20081,37967,13020,18,5341,59,1,-1,36959,0
50,1240,27214,23202,44396,0,20081,37967,13020,18,5341,551,1,-1,36959,0
43,9458,27214,13301,44396,657,20081,37967,13020,18,5341,367,1,-1,36959,0
59,9458,5207,13301,44396,1304,20081,37967,13020,18,5341,220,1,-1,36959,0
56,1487,12790,1857,44396,2351,20081,37967,13020,18,5341,15,1,-1,36959,0
60,2264,27214,23202,44396,1524,20081,37967,13020,18,5341,173,1,-1,36959,0
58,1240,27214,6851,44396,0,20081,37967,13020,18,5341,37,1,-1,36959,0
57,9732,27214,23202,44396,773,25130,7244,13020,18,5341,97,8,-1,36959,0
42,1240,27214,23202,44396,197,20081,37967,13020,18,5341,199,1,-1,36959,0
36,9732,27214,23202,44396,2627,25130,37967,13020,18,5341,94,1,-1,36959,0
35,5171,27214,23202,44396,165,25130,37967,13020,18,5341,272,1,-1,36959,0
37,9732,5207,23202,815,-689,20081,37967,13020,18,5341,15,1,-1,36959,0
40,7597,27214,13301,44396,397,20081,37967,13020,18,5341,50,1,-1,36959,0
37,9458,27214,13301,44396,11265,20081,37967,13020,18,5341,417,1,-1,36959,0
55,9458,27214,23202,44396,5836,20081,37967,13020,18,5341,192,1,-1,36959,0
36,9458,12790,13301,44396,391,20081,37967,13020,18,5341,443,1,-1,36959,0
37,938,27214,1857,44396,0,20081,37967,13020,18,5341,115,1,-1,36959,0
45,288,12790,23202,44396,0,20081,37967,13020,18,5341,1487,1,-1,36959,0
49,9732,27214,23202,44396,1743,20081,37967,13020,18,5341,68,1,-1,36959,0
28,7597,5207,13301,44396,594,25130,7244,13020,18,5341,54,3,-1,36959,0
60,2264,5207,6851,44396,1582,20081,7244,13020,18,5341,159,1,-1,36959,0
44,9732,27214,6851,44396,2791,20081,37967,13020,18,5341,335,1,-1,36959,0
49,7597,27214,23202,44396,997,20081,37967,13020,18,5341,118,1,-1,36959,0
39,1487,27214,13301,44396,2310,25130,7244,13020,18,5341,104,1,-1,36959,0
37,7597,27214,23202,815,0,20081,37967,13020,18,5341,236,1,-1,36959,0
49,9458,27214,1857,44396,1401,20081,37967,13020,18,5341,300,1,-1,36959,0
54,1240,27214,6851,44396,5048,20081,37967,13020,18,5341,163,1,-1,36959,0
48,9458,27214,13301,815,0,20081,7244,13020,18,5341,103,1,-1,36959,0
37,9458,5207,23202,44396,0,25130,37967,13020,18,5341,187,1,-1,36959,0
41,9458,12790,13301,44396,11008,20081,37967,13020,18,5341,1540,1,-1,36959,1
49,2264,12790,1857,44396,332,20081,37967,13020,18,5341,163,2,-1,36959,0
46,7597,27214,23202,44396,179,20081,7244,13020,18,5341,129,1,-1,36959,0
55,9732,27214,6851,44396,761,20081,37967,13020,18,5341,67,1,-1,36959,0
38,9732,5207,23202,44396,889,20081,7244,13020,18,5341,362,1,-1,36959,0
42,9732,12790,6851,44396,4930,20081,37967,13020,18,5341,973,1,-1,36959,1
42,7597,27214,23202,44396,-813,25130,37967,13020,18,5341,36,4,-1,36959,0
37,1579,12790,13301,44396,2087,20081,37967,13020,18,5341,167,1,-1,36959,0
60,1240,27214,6851,44396,0,20081,37967,13020,18,5341,138,1,-1,36959,0
59,2264,27214,6851,44396,0,20081,37967,13020,18,5341,1009,1,-1,36959,0
47,2264,27214,6851,44396,490,25130,37967,13020,18,5341,55,10,-1,36959,0
48,2264,27214,6851,44396,5173,25130,37967,13020,18,5341,88,8,-1,36959,0
48,9458,27214,6851,44396,5348,20081,37967,13020,18,5341,105,1,-1,36959,0
37,7597,27214,23202,44396,603,20081,37967,13020,18,5341,339,2,-1,36959,0
36,4154,12790,23202,44396,755,20081,37967,13020,18,5341,355,1,-1,36959,0
47,4154,5207,23202,44396,829,20081,7244,13020,18,5341,466,2,-1,36959,0
37,1579,27214,23202,44396,2235,20081,37967,13020,18,5341,94,1,-1,36959,0
60,2264,27214,6851,44396,3,20081,37967,13020,18,5341,227,1,-1,36959,0
38,938,12790,1857,44396,722,20081,37967,13020,18,5341,65,1,-1,36959,0
47,9458,27214,13301,44396,414,20081,37967,13020,18,5341,387,1,-1,36959,0
56,2264,5207,23202,44396,389,25130,37967,13020,18,5341,379,5,-1,36959,0
51,288,27214,1857,44396,167,20081,37967,13020,18,5341,205,4,-1,36959,0
37,4154,27214,1857,44396,-224,20081,37967,13020,18,5341,332,2,-1,36959,0
48,9732,12790,6851,44396,0,20081,37967,13020,18,5341,71,1,-1,36959,0
39,4154,27214,13301,44396,6497,20081,37967,13020,18,5341,567,1,-1,36959,0
44,9732,27214,23202,44396,1025,25130,37967,13020,18,5341,200,1,-1,36959,0
35,9732,27214,1857,44396,1201,20081,37967,13020,18,5341,537,1,-1,36959,1
44,9458,27214,13301,44396,17361,20081,37967,13020,18,5341,476,1,-1,36959,0
58,1240,5207,6851,44396,0,20081,37967,13020,18,5341,290,2,-1,36959,0
56,4154,27214,1857,44396,616,20081,37967,13020,18,5341,1812,1,-1,36959,0
45,9458,5207,13301,44396,959,20081,37967,13020,18,5341,74,1,-1,36959,0
50,5171,27214,23202,44396,1019,25130,37967,13020,18,5341,76,1,-1,36959,0
57,9458,27214,13301,44396,1172,20081,37967,13020,18,5341,26,1,-1,36959,0
59,2264,27214,23202,44396,5744,20081,37967,13020,18,5341,632,1,-1,36959,0
58,9458,27214,13301,44396,3768,25130,37967,13020,18,5341,316,1,-1,36959,0
58,1240,27214,6851,44396,1274,20081,37967,13020,18,5341,35,7,-1,36959,0
46,9732,5207,6851,44396,2870,20081,37967,13020,18,5341,52,6,-1,36959,0
50,4154,27214,23202,44396,753,20081,37967,13020,18,5341,59,2,-1,36959,0
52,2264,27214,6851,44396,9,20081,37967,13020,18,5341,243,1,-1,36959,0
44,9458,27214,13301,44396,2283,25130,7244,13020,18,5341,81,2,-1,36959,0
59,2264,27214,6851,44396,1245,20081,37967,13020,18,5341,205,2,-1,36959,0
54,1240,5207,6851,44396,1194,20081,37967,13020,18,5341,58,3,-1,36959,0
39,9732,27214,6851,44396,-186,20081,7244,13020,18,5341,320,3,-1,36959,0
48,5171,27214,23202,44396,17957,20081,37967,13020,18,5341,700,7,-1,36959,0
48,1579,12790,1857,44396,0,20081,37967,13020,18,5341,453,1,-1,36959,0
44,4154,27214,23202,44396,1872,25130,37967,13020,18,5341,146,3,-1,36959,0
56,1487,27214,13301,44396,773,20081,37967,13020,18,5341,345,1,-1,36959,0
32,9458,12790,13301,44396,7419,25130,37967,13020,18,5341,248,29,-1,36959,0
53,9732,5207,23202,44396,517,25130,37967,13020,18,5341,188,2,-1,36959,0
36,5171,27214,23202,44396,90,20081,37967,13020,18,5341,166,3,-1,36959,0
55,9458,27214,23202,44396,0,20081,37967,13020,18,5341,324,2,-1,36959,0
44,9732,12790,1857,44396,4330,20081,37967,13020,18,5341,16,9,-1,36959,0
51,1487,12790,23202,44396,440,20081,37967,13020,18,5341,392,1,-1,36959,0
48,5171,27214,23202,44396,1800,25130,37967,13020,18,5341,103,1,-1,36959,0
56,9732,5207,23202,44396,486,25130,37967,13020,18,5341,577,4,-1,36959,0
47,9732,12790,1857,44396,2443,20081,37967,13020,18,5341,422,1,-1,36959,0
53,1579,27214,13301,44396,235,20081,37967,13020,18,5341,112,3,-1,36959,0
47,1303,27214,6851,44396,0,20081,37967,13020,18,5341,308,1,-1,36959,0
52,9458,27214,13301,44396,1147,20081,37967,13020,18,5341,43,1,-1,36959,0
44,9732,27214,23202,44396,-448,25130,37967,13020,18,5341,149,2,-1,36959,0
60,2264,27214,13301,44396,1336,20081,37967,13020,18,5341,324,1,-1,36959,0
59,9732,27214,1857,44396,337,20081,37967,13020,18,5341,100,4,-1,36959,0
35,5171,27214,23202,44396,1476,20081,37967,13020,18,5341,209,12,-1,36959,0
37,4154,27214,23202,44396,2128,20081,37967,13020,18,5341,105,1,-1,36959,0
41,1487,27214,23202,44396,707,20081,37967,13020,18,5341,707,1,-1,36959,1
33,7597,27214,23202,44396,4,25130,7244,13020,18,5341,625,2,-1,36959,1
47,7597,27214,23202,44396,3478,20081,37967,13020,18,5341,13,11,-1,36959,0
46,5171,27214,23202,44396,126,20081,37967,13020,18,5341,1255,1,-1,36959,1
50,9458,27214,13301,44396,3296,20081,37967,13020,18,5341,255,2,-1,36959,0
45,4154,12790,23202,44396,1771,20081,37967,13020,18,5341,50,2,-1,36959,0
38,4154,5207,23202,44396,446,25130,37967,13020,18,5341,373,4,-1,36959,0
50,288,27214,1857,44396,200,20081,37967,13020,18,5341,18,6,-1,36959,0
43,1240,27214,23202,44396,5233,20081,37967,13020,18,5341,108,2,-1,36959,0
54,9732,27214,6851,44396,45,25130,37967,13020,18,5341,142,20,-1,36959,0
38,7597,12790,13301,44396,11,20081,37967,13020,18,5341,78,3,-1,36959,0
59,2264,5207,6851,44396,681,20081,7244,13020,18,5341,376,7,-1,36959,0
37,1240,5207,23202,44396,37,20081,37967,13020,18,5341,155,2,-1,36959,0
51,7597,27214,23202,44396,2682,20081,37967,13020,18,5341,56,1,-1,36959,0
58,9458,27214,13301,44396,2729,20081,37967,13020,18,5341,188,1,-1,36959,0
53,7597,27214,23202,44396,1776,20081,37967,13020,18,5341,443,7,-1,36959,0
59,5171,27214,23202,44396,479,20081,37967,13020,18,5341,326,1,-1,36959,0
60,9458,27214,13301,44396,11,20081,37967,13020,18,5341,802,3,-1,36959,0
47,288,27214,1857,44396,1880,20081,37967,13020,18,5341,64,2,-1,36959,0
60,5171,12790,23202,44396,3916,20081,37967,13020,18,5341,18,5,-1,36959,0
45,9458,5207,13301,44396,220,25130,37967,13020,18,5341,89,4,-1,36959,0
36,938,12790,1857,44396,386,20081,37967,13020,18,5341,359,2,-1,36959,0
37,9732,27214,23202,44396,523,20081,37967,13020,18,5341,257,2,-1,36959,0
44,4154,5207,23202,44396,608,25130,7244,13020,18,5341,19,30,-1,36959,0
45,7597,27214,23202,44396,2571,20081,37967,13020,18,5341,146,2,-1,36959,0
57,2264,5207,6851,44396,914,20081,37967,13020,18,5341,404,2,-1,36959,0
45,2264,27214,6851,44396,1152,20081,37967,13020,18,5341,234,2,-1,36959,0
38,9732,12790,23202,44396,519,25130,7244,13020,18,5341,13,14,-1,36959,0
36,1487,27214,13301,44396,9405,20081,37967,13020,18,5341,297,3,-1,36959,0
39,9732,12790,23202,44396,1967,20081,37967,13020,18,5341,156,9,-1,36959,0
52,7597,27214,23202,44396,0,25130,37967,13020,18,5341,636,12,-1,36959,0
49,7597,27214,1857,44396,1355,25130,37967,13020,18,5341,300,3,-1,36959,0
40,7597,27214,13301,44396,-1779,25130,7244,13020,18,5341,37,2,-1,36959,0
44,1240,12790,6851,44396,1059,20081,37967,13020,18,5341,2093,1,-1,36959,1
38,4154,27214,23202,44396,611,25130,7244,13020,18,5341,61,3,-1,36959,0
36,4154,27214,23202,44396,1024,25130,37967,13020,18,5341,111,2,-1,36959,0
31,9732,27214,23202,44396,671,25130,37967,13020,18,5341,704,4,-1,36959,1
42,9732,27214,6851,44396,3,20081,37967,13020,18,5341,45,3,-1,36959,0
44,1487,27214,23202,44396,692,20081,37967,13020,18,5341,73,4,-1,36959,0
40,7597,27214,13301,44396,4396,20081,37967,13020,18,5341,1195,2,-1,36959,0
50,9732,27214,6851,44396,280,25130,37967,13020,18,5341,61,23,-1,36959,0
41,4154,5207,23202,44396,2769,25130,37967,13020,18,5341,96,3,-1,36959,0
41,5171,27214,23202,44396,1245,20081,37967,13020,18,5341,140,3,-1,36959,0
57,9732,27214,1857,44396,4722,25130,37967,13020,18,5341,121,2,-1,36959,0
49,9732,27214,6851,44396,1050,25130,37967,13020,18,5341,84,5,-1,36959,0
33,5171,12790,23202,44396,3160,20081,37967,13020,18,5341,719,13,-1,36959,0
51,9732,27214,6851,44396,1238,20081,37967,13020,18,5341,48,10,-1,36959,0
51,7597,27214,13301,44396,1533,20081,37967,13020,18,5341,242,2,-1,36959,0
31,9732,12790,23202,44396,54,20081,37967,13020,18,5341,230,3,-1,36959,0
53,9458,27214,13301,44396,694,20081,37967,13020,18,5341,130,6,-1,36959,0
28,9732,12790,23202,44396,623,20081,37967,13020,18,5341,25,41,-1,36959,0
47,2264,27214,6851,44396,197,20081,37967,13020,18,5341,57,2,-1,36959,0
53,2264,27214,23202,44396,357,20081,37967,13020,18,5341,154,2,-1,36959,0
60,9458,27214,23202,44396,358,20081,37967,13020,18,5341,74,2,-1,36959,0
37,4154,5207,6851,44396,0,25130,37967,13020,18,5341,77,2,-1,36959,0
60,1487,27214,6851,44396,0,20081,37967,13020,18,5341,201,1,-1,36959,0
38,1579,27214,23202,44396,29125,20081,37967,13020,18,5341,313,2,-1,36959,0
58,9458,27214,13301,44396,5680,20081,37967,13020,18,5341,114,1,-1,36959,0
40,9732,5207,1857,44396,2357,20081,37967,13020,18,5341,66,3,-1,36959,0
50,1303,27214,23202,44396,193,25130,37967,13020,18,5341,305,6,-1,36959,0
60,2264,27214,6851,44396,415,20081,37967,13020,18,5341,49,2,-1,36959,0
37,9732,12790,6851,44396,12130,25130,37967,13020,18,5341,429,13,-1,36959,0
48,1240,5207,6851,44396,2582,20081,37967,13020,18,5341,51,4,-1,36959,0
45,4154,12790,23202,44396,359,25130,37967,13020,18,5341,41,8,-1,36959,0
47,7597,5207,23202,44396,165,20081,37967,13020,18,5341,99,3,-1,36959,0
51,5171,12790,23202,44396,1994,20081,37967,13020,18,5341,771,2,-1,36959,1
57,1240,5207,6851,44396,113,20081,37967,13020,18,5341,378,2,-1,36959,0
57,9732,27214,6851,44396,1236,20081,37967,13020,18,5341,152,9,-1,36959,0
44,9458,5207,13301,44396,0,20081,37967,13020,18,5341,491,3,-1,36959,0
38,9732,12790,23202,44396,1121,20081,37967,13020,18,5341,203,1,-1,36959,0
38,4154,27214,23202,44396,393,20081,37967,13020,18,5341,90,3,-1,36959,0
57,288,5207,1857,44396,4244,20081,37967,13020,18,5341,626,5,-1,36959,0
46,9732,27214,6851,44396,1823,20081,37967,13020,18,5341,135,3,-1,36959,0
44,9732,12790,13301,44396,827,25130,37967,13020,18,5341,65,4,-1,36959,0
42,1240,27214,6851,44396,1371,20081,37967,13020,18,5341,125,8,-1,36959,0
49,9732,27214,1857,44396,507,20081,7244,13020,18,5341,16,14,-1,36959,0
54,7597,12790,13301,44396,1433,25130,7244,13020,18,5341,18,20,-1,36959,0
54,7597,27214,23202,44396,1455,25130,37967,13020,18,5341,90,4,-1,36959,0
59,2264,27214,6851,44396,1427,20081,37967,13020,18,5341,140,2,-1,36959,0
37,9732,27214,6851,44396,1104,20081,37967,13020,18,5341,15,8,-1,36959,0
39,1240,12790,6851,44396,1340,20081,37967,13020,18,5341,113,2,-1,36959,0
53,1487,27214,6851,44396,-257,25130,7244,13020,18,5341,249,5,-1,36959,0
49,4154,27214,23202,44396,2058,20081,37967,13020,18,5341,82,3,-1,36959,0
48,288,27214,1857,44396,2261,20081,37967,13020,18,5341,445,3,-1,36959,0
32,9458,27214,13301,44396,607,25130,37967,13020,18,5341,1060,5,-1,36959,1
45,9458,27214,13301,44396,-687,25130,7244,13020,18,5341,92,2,-1,36959,0
36,9732,27214,6851,44396,946,25130,37967,13020,18,5341,255,3,-1,36959,0
58,1240,27214,6851,44396,2387,20081,37967,13020,18,5341,55,2,-1,36959,0
42,4154,27214,23202,44396,3236,20081,37967,13020,18,5341,521,11,-1,36959,0
44,4154,5207,23202,44396,20541,20081,7244,13020,18,5341,501,2,-1,36959,0
40,5171,12790,23202,44396,1670,25130,37967,13020,18,5341,161,2,-1,36959,0
57,9732,27214,1857,44396,4148,20081,37967,13020,18,5341,340,3,-1,36959,0
42,9732,27214,6851,44396,-303,25130,37967,13020,18,5341,40,3,-1,36959,0
47,4154,27214,6851,44396,504,20081,7244,13020,18,5341,156,3,-1,36959,0
39,9732,12790,6851,44396,0,20081,37967,13020,18,5341,375,2,-1,36959,0
52,5171,27214,23202,44396,0,20081,37967,13020,18,5341,161,1,-1,36959,0
57,1240,5207,6851,44396,7451,20081,37967,13020,18,5341,43,4,-1,36959,0
36,5171,27214,23202,44396,542,25130,37967,13020,18,5341,604,6,-1,36959,0
59,9732,27214,23202,44396,0,20081,37967,13020,18,5341,368,1,-1,36959,0
44,9732,27214,23202,44396,2092,20081,7244,13020,18,5341,452,1,-1,36959,0
41,9732,27214,6851,44396,219,20081,7244,13020,18,5341,1574,3,-1,36959,1
39,5171,27214,23202,44396,0,20081,37967,13020,19,5341,29,11,-1,36959,0
58,9732,27214,23202,44396,1826,25130,37967,13020,19,5341,47,3,-1,36959,0
60,1487,27214,6851,44396,987,20081,37967,13020,19,5341,102,13,-1,36959,0
46,288,27214,6851,44396,110,20081,37967,13020,19,5341,113,14,-1,36959,0
36,9732,27214,23202,44396,537,20081,37967,13020,19,5341,160,6,-1,36959,0
48,9732,27214,6851,44396,649,20081,37967,13020,19,5341,136,2,-1,36959,0
50,9732,27214,23202,44396,5,20081,37967,13020,19,5341,170,7,-1,36959,0
44,5171,12790,23202,44396,2524,20081,37967,13020,19,5341,82,1,-1,36959,0
42,7597,27214,23202,44396,370,20081,37967,13020,19,5341,302,5,-1,36959,0
54,9732,27214,6851,44396,10662,20081,37967,13020,19,5341,256,1,-1,36959,0
50,4154,27214,23202,44396,748,20081,7244,13020,19,5341,147,1,-1,36959,0
47,5171,27214,23202,44396,1195,20081,37967,13020,19,5341,451,1,-1,36959,0
41,4154,27214,23202,44396,7509,20081,37967,13020,19,5341,575,1,-1,36959,0
41,7597,27214,23202,44396,1278,20081,37967,13020,19,5341,532,1,-1,36959,0
60,9458,27214,1857,44396,6313,20081,37967,13020,19,5341,39,2,-1,36959,0
54,9458,27214,13301,44396,4112,20081,37967,13020,19,5341,86,1,-1,36959,0
46,1240,27214,6851,44396,1188,20081,37967,13020,19,5341,675,5,-1,36959,0
59,9732,27214,6851,44396,4143,20081,37967,13020,19,5341,122,1,-1,36959,0
40,9732,27214,6851,44396,117,25130,37967,13020,19,5341,172,3,-1,36959,0
57,1303,27214,23202,44396,0,20081,37967,13020,19,5341,97,1,-1,36959,0
53,5171,5207,23202,44396,-112,20081,37967,13020,19,5341,394,1,-1,36959,0
50,1579,27214,23202,44396,306,20081,37967,13020,19,5341,37,1,-1,36959,0
39,4154,12790,13301,44396,410,20081,37967,13020,19,5341,266,4,-1,36959,0
52,1303,5207,13301,44396,0,20081,37967,13020,19,5341,297,1,-1,36959,0
51,7597,5207,23202,44396,107,20081,37967,13020,19,5341,593,1,-1,36959,0
55,9732,27214,23202,44396,2010,20081,37967,13020,19,5341,446,1,-1,36959,0
57,2264,12790,23202,44396,630,20081,37967,13020,19,5341,276,1,-1,36959,0
46,9458,12790,1857,44396,312,25130,37967,13020,19,5341,108,4,-1,36959,0
50,1487,12790,13301,44396,0,25130,37967,13020,19,5341,638,1,-1,36959,0
56,2264,27214,6851,44396,1906,20081,7244,13020,19,5341,45,9,-1,36959,0
38,7597,27214,1857,44396,499,20081,37967,13020,19,5341,240,6,-1,36959,0
59,2264,27214,23202,44396,1723,20081,37967,13020,19,5341,70,1,-1,36959,0
42,1487,12790,1857,44396,33,20081,37967,13020,19,5341,25,1,-1,36959,0
41,5171,27214,23202,44396,2,25130,37967,13020,19,5341,64,1,-1,36959,0
45,7597,27214,13301,44396,3626,20081,37967,13020,19,5341,2485,2,-1,36959,0
48,1487,27214,13301,44396,269,25130,37967,13020,19,5341,149,1,-1,36959,0
54,2264,27214,6851,44396,1925,20081,37967,13020,19,5341,348,3,-1,36959,0
38,9458,27214,13301,815,-1007,25130,7244,13020,19,5341,71,1,-1,36959,0
50,9732,5207,6851,44396,-232,25130,37967,13020,19,5341,168,1,-1,36959,0
58,9732,27214,6851,44396,0,25130,37967,13020,19,5341,573,1,-1,36959,0
55,9732,27214,23202,44396,5874,20081,37967,13020,19,5341,229,1,-1,36959,0
58,2264,27214,23202,44396,1463,25130,37967,13020,19,5341,446,1,-1,36959,0
54,7597,27214,23202,44396,415,25130,37967,13020,19,5341,34,31,-1,36959,0
41,1579,12790,1857,44396,426,25130,37967,13020,19,5341,75,1,-1,36959,0
39,4154,27214,13301,44396,16,20081,37967,13020,19,5341,32,1,-1,36959,0
55,7597,27214,23202,44396,891,20081,37967,13020,19,5341,268,1,-1,36959,0
41,9458,5207,13301,44396,1,25130,37967,13020,19,5341,244,1,-1,36959,0
40,9732,27214,23202,44396,3316,20081,37967,13020,19,5341,102,3,-1,36959,0
53,1303,5207,23202,44396,4512,20081,37967,13020,19,5341,203,2,-1,36959,0
58,2264,27214,13301,44396,5087,20081,37967,13020,19,5341,252,1,-1,36959,0
51,5171,27214,23202,44396,884,20081,37967,13020,19,5341,50,1,-1,36959,0
49,7597,27214,23202,44396,148,20081,37967,13020,19,5341,13,1,-1,36959,0
58,1487,27214,23202,44396,3,20081,37967,13020,19,5341,188,5,-1,36959,0
37,1487,27214,13301,44396,678,20081,7244,13020,19,5341,395,1,-1,36959,0
40,1579,27214,23202,44396,0,20081,37967,13020,19,5341,61,1,-1,36959,0
55,1487,27214,6851,44396,38,20081,7244,13020,19,5341,63,1,-1,36959,0
55,4154,27214,23202,44396,477,20081,37967,13020,19,5341,170,1,-1,36959,0
42,9732,27214,6851,44396,692,20081,7244,13020,19,5341,207,1,-1,36959,0
43,1579,12790,13301,44396,0,20081,37967,13020,19,5341,147,1,-1,36959,0
44,9458,27214,23202,44396,11972,20081,37967,13020,19,5341,127,1,-1,36959,0
56,7597,27214,13301,44396,1663,20081,37967,13020,19,5341,22,1,-1,36959,0
49,9732,5207,23202,44396,848,25130,37967,13020,19,5341,109,1,-1,36959,0
51,9458,5207,13301,44396,3415,25130,37967,13020,19,5341,677,1,-1,36959,0
50,9458,27214,13301,44396,4045,20081,37967,13020,19,5341,167,1,-1,36959,0
43,1579,27214,13301,44396,4324,25130,37967,13020,19,5341,105,1,-1,36959,0
41,1303,27214,6851,44396,2636,20081,37967,13020,19,5341,318,1,-1,36959,0
54,4154,27214,23202,44396,0,20081,37967,13020,19,5341,220,1,-1,36959,0
45,5171,27214,23202,44396,825,20081,37967,13020,19,5341,140,1,-1,36959,0
40,9732,27214,23202,44396,273,25130,37967,13020,19,5341,1082,1,-1,36959,0
57,2264,27214,23202,44396,712,25130,7244,13020,19,5341,824,1,-1,36959,0
39,9732,5207,23202,44396,37,20081,7244,13020,19,5341,248,1,-1,36959,0
59,2264,27214,6851,44396,143,25130,37967,13020,19,5341,11,1,-1,36959,0
44,9458,27214,13301,44396,7177,20081,37967,13020,19,5341,89,2,-1,36959,0
44,9732,12790,6851,44396,1308,20081,7244,13020,19,5341,161,1,-1,36959,0
55,4154,27214,23202,44396,557,20081,37967,13020,19,5341,58,1,-1,36959,0
45,4154,5207,23202,44396,1381,20081,37967,13020,19,5341,653,2,-1,36959,0
59,7597,27214,23202,44396,2528,20081,7244,13020,19,5341,216,1,-1,36959,0
